pole_id,bus,feeder,bus_type,phase_count,phase_type,pole_height_ft,pole_height_m,longitude,latitude,depth_in_tree,parent_bus,parent_pole_id,span_ft_to_parent,span_m_to_parent,spacing_template
P1578,m1026648,S3,m,1,1-phase,35,10.67,-119.2158764,46.68369496,40,l2729428,P1572,241.9,73.73,1ph-4_acsrxx4_acsr_A
P1579,m1026774,S3,m,3,3-phase,40,12.19,-119.2124414,46.70241036,40,m1026769,P1573,391.4,119.3,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P1580,l2710542,S3,l,1,1-phase,35,10.67,-119.2376904,46.71757584,40,p827573,P1574,69.1,21.06,1ph-x4_acsrx4_acsr_B
P1581,l3177881,S3,l,1,1-phase,35,10.67,-119.237519,46.71832458,40,n1147860,P1575,60.7,18.5,1ph-xx2_acsr2_acsr_C
P1582,m1026844,S3,m,3,3-phase,40,12.19,-119.2370691,46.71950814,40,l2876814,P1576,9.7,2.96,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1583,l2991933,S3,l,1,1-phase,35,10.67,-119.2389078,46.71596842,40,n1147858,P1577,173.5,52.88,1ph-xx4_acsr4_acsr_C
P1584,m1026647,S3,m,1,1-phase,35,10.67,-119.2155081,46.68301508,41,m1026648,P1578,171.3,52.21,1ph-4_acsrxx4_acsr_A
P1585,l2973159,S3,l,1,1-phase,35,10.67,-119.2146036,46.68455882,41,m1026648,P1578,317.9,96.9,1ph-2_acsrxx2_acsr_A
P1586,m1026780,S3,m,3,3-phase,40,12.19,-119.2116998,46.70380992,41,m1026774,P1579,351.3,107.08,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P1587,e182730,S3,e,1,1-phase,35,10.67,-119.2136836,46.70095208,41,d6140776-1_int,,0.0,0.0,
P1588,l2729430,S3,l,1,1-phase,35,10.67,-119.2382951,46.7176066,41,l2710542,P1580,116.0,35.36,1ph-x4_acsrx4_acsr_B
P1589,m1026866,S3,m,3,3-phase,40,12.19,-119.2373122,46.7214197,41,m1026844,P1582,441.3,134.51,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1590,n1147861,S3,n,1,1-phase,35,10.67,-119.2371963,46.71953058,41,m1026844,P1582,24.9,7.59,1ph-xx2_acsr2_acsr_C
P1591,l3122837,S3,l,1,1-phase,35,10.67,-119.2402932,46.71625246,41,l2991933,P1583,273.2,83.27,1ph-xx4_acsr4_acsr_C
P1592,m3036169,S3,m,1,1-phase,35,10.67,-119.2141494,46.6820261,42,m1026647,P1584,345.3,105.25,1ph-4_acsrxx4_acsr_A
P1593,m1026783,S3,m,3,3-phase,40,12.19,-119.2115684,46.70404132,42,m1026780,P1586,58.8,17.92,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P1594,n1142109,S3,n,1,1-phase,35,10.67,-119.2137182,46.70101366,42,e182730,P1587,78.8,24.02,1ph-4_acsrxx4_acsr_A
P1595,m1026876,S3,m,3,3-phase,40,12.19,-119.2374225,46.7229192,42,m1026866,P1589,344.9,105.13,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1596,n1147862,S3,n,1,1-phase,35,10.67,-119.2371221,46.72139636,42,m1026866,P1589,36.8,11.22,1ph-2_acsrxx2_acsr_A
P1597,l3122818,S3,l,1,1-phase,35,10.67,-119.2382222,46.71971162,42,n1147861,P1590,200.8,61.2,1ph-xx2_acsr2_acsr_C
P1598,l3048222,S3,l,1,1-phase,35,10.67,-119.2427967,46.71678368,42,l3122837,P1591,494.7,150.78,1ph-xx4_acsr4_acsr_C
P1599,n1139550,S3,n,1,1-phase,35,10.67,-119.2143007,46.68171662,43,m3036169,P1592,76.7,23.38,1ph-4_acsrxx4_acsr_A
P1600,l2673317,S3,l,1,1-phase,35,10.67,-119.2141145,46.68200302,43,m3036169,P1592,8.5,2.59,1ph-4_acsrxx4_wpal_A
P1601,n1140524,S3,n,1,1-phase,35,10.67,-119.211088,46.70391878,43,m1026783,P1593,96.2,29.32,1ph-2_acsrxx2_acsr_A
P1602,m1026785,S3,m,3,3-phase,40,12.19,-119.2113768,46.70443518,43,m1026783,P1593,97.6,29.75,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P1603,m1026784,S3,m,1,1-phase,35,10.67,-119.2117051,46.70406514,43,m1026783,P1593,26.7,8.14,1ph-xx4_acsr4_acsr_C
P1604,l2729429,S3,l,1,1-phase,35,10.67,-119.2148074,46.7014318,43,n1142109,P1594,229.6,69.98,1ph-4_acsrxx4_acsr_A
P1605,l2766742,S3,l,1,1-phase,35,10.67,-119.2401013,46.7179813,43,d6017316-1_int,,356.4,108.63,1ph-x4_acsrx4_acsr_B
P1606,p827514,S3,p,3,3-phase,40,12.19,-119.2373964,46.72300352,43,m1026876,P1595,20.0,6.1,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1607,l2685805,S3,l,1,1-phase,35,10.67,-119.2356074,46.72121036,43,n1147862,P1596,293.2,89.37,1ph-2_acsrxx2_acsr_A
P1608,l3197639,S3,l,1,1-phase,35,10.67,-119.2144579,46.68139532,44,n1139550,P1599,79.7,24.29,1ph-4_acsrxx4_acsr_A
P1609,l2710517,S3,l,1,1-phase,35,10.67,-119.2127773,46.68111666,44,l2673317,P1600,327.1,99.7,1ph-4_acsrxx4_wpal_A
P1610,l3197641,S3,l,1,1-phase,35,10.67,-119.209135,46.70351786,44,n1140524,P1601,385.7,117.56,1ph-2_acsrxx2_acsr_A
P1611,m1026786,S3,m,3,3-phase,40,12.19,-119.2113519,46.7044864,44,m1026785,P1602,12.7,3.87,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P1612,n1140523,S3,n,1,1-phase,35,10.67,-119.2119685,46.70411114,44,m1026784,P1603,51.5,15.7,1ph-xx4_acsr4_acsr_C
P1613,l3197647,S3,l,1,1-phase,35,10.67,-119.2155129,46.70300256,44,l2729429,P1604,388.5,118.41,1ph-2_acsrxx2_acsr_A
P1614,m1009820,S3,m,1,1-phase,35,10.67,-119.2416341,46.71814936,44,l2766742,P1605,296.0,90.22,1ph-x4_acsrx1/0_tpx_B
P1615,l3160102,S3,l,3,3-phase,40,12.19,-119.2371322,46.72385102,44,p827514,P1606,201.0,61.26,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1616,m1026646,S3,m,1,1-phase,35,10.67,-119.2121084,46.68069798,45,l2710517,P1609,160.1,48.8,1ph-4_acsrxx4_acsr_A
P1617,l2973161,S3,l,1,1-phase,35,10.67,-119.2103177,46.70257274,45,l3197641,P1610,427.8,130.39,1ph-2_acsrxx2_acsr_A
P1618,m1026795,S3,m,3,3-phase,40,12.19,-119.2107414,46.70540942,45,m1026786,P1611,242.0,73.76,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P1619,l2766724,S3,l,1,1-phase,35,10.67,-119.2123351,46.70417508,45,n1140523,P1612,71.7,21.85,1ph-xx4_acsr4_acsr_C
P1620,m1026778,S3,m,1,1-phase,35,10.67,-119.2155224,46.70302434,45,l3197647,P1613,5.3,1.62,1ph-2_acsrxx2_acsr_A
P1621,l3254234,S3,l,1,1-phase,35,10.67,-119.2429947,46.71826556,45,m1009820,P1614,261.9,79.83,1ph-x4_acsrx4_acsr_B
P1622,m1026891,S3,m,3,3-phase,40,12.19,-119.2364566,46.72496366,45,l3160102,P1615,286.3,87.26,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1623,n1139549,S3,n,1,1-phase,35,10.67,-119.2121187,46.68016354,46,m1026646,P1616,170.1,51.85,1ph-2_acsrxx2_acsr_A
P1624,l3178978,S3,l,1,1-phase,35,10.67,-119.2093964,46.67903444,46,m1026646,P1616,645.2,196.66,1ph-4_acsrxx4_acsr_A
P1625,m1026796,S3,m,3,3-phase,40,12.19,-119.2107322,46.70584402,46,m1026795,P1618,99.8,30.42,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P1626,n1140522,S3,n,1,1-phase,35,10.67,-119.2109538,46.7054107,46,m1026795,P1618,44.5,13.56,1ph-xx2_acsr2_acsr_C
P1627,l3104114,S3,l,1,1-phase,35,10.67,-119.2444106,46.7183495,46,l3254234,P1621,271.8,82.84,1ph-x4_wpalx4_wpal_B
P1628,n1147863,S3,n,1,1-phase,35,10.67,-119.2365704,46.7250594,46,m1026891,P1622,30.9,9.42,1ph-xx4_acsr4_acsr_C
P1629,l2879074,S3,l,1,1-phase,35,10.67,-119.2128138,46.67992204,47,n1139549,P1623,144.2,43.95,1ph-2_acsrxx2_acsr_A
P1630,m1047432,S3,m,1,1-phase,35,10.67,-119.207058,46.67768022,47,l3178978,P1624,545.2,166.18,1ph-4_acsrxx4_acsr_A
P1631,m1026797,S3,m,3,3-phase,40,12.19,-119.210721,46.70587926,47,m1026796,P1625,8.4,2.56,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P1632,l2822870,S3,l,1,1-phase,35,10.67,-119.2112093,46.70548334,47,n1140522,P1626,51.7,15.76,1ph-xx2_acsr2_acsr_C
P1633,m1009824,S3,m,1,1-phase,35,10.67,-119.2453616,46.71837808,47,l3104114,P1627,182.2,55.53,1ph-x4_wpalx4_wpal_B
P1634,l3122817,S3,l,1,1-phase,35,10.67,-119.2366234,46.725104,47,n1147863,P1628,14.4,4.39,1ph-xx4_acsr4_acsr_C
P1635,l3122820,S3,l,1,1-phase,35,10.67,-119.2134387,46.67900094,48,l2879074,P1629,243.0,74.07,1ph-2_acsrxx2_acsr_A
P1636,m1047433,S3,m,1,1-phase,35,10.67,-119.2068973,46.67832142,48,m1047432,P1630,150.4,45.84,1ph-2_acsrxx2_acsr_A
P1637,p903360,S3,p,1,1-phase,35,10.67,-119.2055634,46.67687062,48,m1047432,P1630,341.3,104.03,1ph-4_acsrxx4_acsr_A
P1638,l2879075,S3,l,1,1-phase,35,10.67,-119.2073918,46.67704756,48,m1047432,P1630,158.7,48.37,1ph-4_wpalxx4_wpal_A
P1639,m1026800,S3,m,3,3-phase,40,12.19,-119.2104214,46.70667526,48,m1026797,P1631,191.5,58.37,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P1640,l2766725,S3,l,1,1-phase,35,10.67,-119.212167,46.70504606,48,l2822870,P1632,209.1,63.73,1ph-xx2_acsr2_acsr_C
P1641,l2691939,S3,l,1,1-phase,35,10.67,-119.2453321,46.71932402,48,m1009824,P1633,217.2,66.2,1ph-x4_wpalx4_wpal_B
P1642,l2822857,S3,l,1,1-phase,35,10.67,-119.2450091,46.71767016,48,m1009824,P1633,176.0,53.64,1ph-x2_acsrx2_acsr_B
P1643,l2954338,S3,l,1,1-phase,35,10.67,-119.2458877,46.71838632,48,m1009824,P1633,100.8,30.72,1ph-x4_wpalx1/0_tpx_B
P1644,l2673314,S3,l,1,1-phase,35,10.67,-119.2373503,46.72562136,48,l3122817,P1634,183.0,55.78,1ph-xx4_acsr4_acsr_C
P1645,l3141398,S3,l,1,1-phase,35,10.67,-119.2136452,46.67816956,49,l3122820,P1635,194.9,59.41,1ph-2_acsrxx2_acsr_A
P1646,m1047434,S3,m,1,1-phase,35,10.67,-119.2076405,46.67947226,49,m1047433,P1636,300.1,91.47,1ph-2_acsrxx2_acsr_A
P1647,m1047430,S3,m,1,1-phase,35,10.67,-119.2054108,46.67681534,49,p903360,P1637,31.9,9.72,1ph-4_acsrxx4_acsr_A
P1648,l3251830,S3,l,1,1-phase,35,10.67,-119.2077898,46.67626546,49,l2879075,P1638,195.1,59.47,1ph-4_wpalxx4_wpal_A
P1649,l3254217,S3,l,3,3-phase,40,12.19,-119.2100651,46.7075079,49,m1026800,P1639,203.0,61.87,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P1650,l2860478,S3,l,1,1-phase,35,10.67,-119.2454047,46.72021176,49,l2691939,P1641,204.3,62.27,1ph-x4_wpalx4_wpal_B
P1651,m1009828,S3,m,1,1-phase,35,10.67,-119.2474134,46.71844086,49,l2954338,P1643,292.5,89.15,1ph-x4_acsrx4_acsr_B
P1652,m1047435,S3,m,1,1-phase,35,10.67,-119.2083074,46.68053392,50,m1047434,P1646,275.2,83.88,1ph-2_acsrxx2_acsr_A
P1653,l2916234,S3,l,1,1-phase,35,10.67,-119.2028536,46.6757575,50,m1047430,P1647,547.2,166.79,1ph-4_acsrxx4_acsr_A
P1654,n1140521,S3,n,3,3-phase,40,12.19,-119.2095233,46.70775128,50,l3254217,P1649,117.8,35.91,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P1655,l2822858,S3,l,1,1-phase,35,10.67,-119.2453549,46.72112028,50,l2860478,P1650,208.8,63.64,1ph-x4_wpalx4_wpal_B
P1656,l2766715,S3,l,1,1-phase,35,10.67,-119.2477391,46.71937742,50,m1009828,P1651,223.9,68.24,1ph-x4_acsrx4_acsr_B
P1657,l3254206,S3,l,1,1-phase,35,10.67,-119.2481184,46.71838012,50,m1009828,P1651,135.7,41.36,1ph-x2_acsrx2_acsr_B
P1658,l2970841,S3,l,1,1-phase,35,10.67,-119.2086764,46.6811158,51,m1047435,P1652,151.1,46.06,1ph-2_acsrxx2_acsr_A
P1659,m1047423,S3,m,1,1-phase,35,10.67,-119.1989723,46.67397156,51,l2916234,P1653,850.4,259.2,1ph-4_acsrxx4_acsr_A
P1660,m1026807,S3,m,3,3-phase,40,12.19,-119.2092465,46.70787564,51,n1140521,P1654,60.2,18.35,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P1661,m1009827,S3,m,1,1-phase,35,10.67,-119.248965,46.7184239,51,l3254206,P1657,162.4,49.5,1ph-x2_acsrx2_acsr_B
P1662,m1047420,S3,m,1,1-phase,35,10.67,-119.1981928,46.67365968,52,m1047423,P1659,165.6,50.47,1ph-4_acsrxx4_acsr_A
P1663,m1026808,S3,m,3,3-phase,40,12.19,-119.2091707,46.7079097,52,m1026807,P1660,16.5,5.03,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P1664,m1009832,S3,m,1,1-phase,35,10.67,-119.2503987,46.71877134,52,m1009827,P1661,285.9,87.14,1ph-x4_acsrx4_acsr_B
P1665,m3019248,S3,m,1,1-phase,35,10.67,-119.2485416,46.71632094,52,m1009827,P1661,500.0,152.4,1ph-x2_acsrx2_acsr_B
P1666,l2820556,S3,l,1,1-phase,35,10.67,-119.1966724,46.6722528,53,m1047420,P1662,438.5,133.65,1ph-4_acsrxx4_acsr_A
P1667,m1047419,S3,m,1,1-phase,35,10.67,-119.1982514,46.67348618,53,m1047420,P1662,41.4,12.62,1ph-2_acsrxx2_acsr_A
P1668,l2822869,S3,l,3,3-phase,40,12.19,-119.2079076,46.70876094,53,m1026808,P1663,311.0,94.79,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P1669,n1140520,S3,n,1,1-phase,35,10.67,-119.20909,46.70790974,53,m1026808,P1663,15.4,4.69,1ph-xx2_acsr2_acsr_C
P1670,l2860479,S3,l,1,1-phase,35,10.67,-119.2498952,46.71906972,53,m1009832,P1664,118.3,36.06,1ph-x4_acsrx4_acsr_B
P1671,m1009838,S3,m,1,1-phase,35,10.67,-119.2515057,46.71977398,53,m1009832,P1664,312.9,95.37,1ph-x4_acsrx4_acsr_B
P1672,m1009834,S3,m,1,1-phase,35,10.67,-119.2511474,46.71902634,53,m1009832,P1664,154.9,47.21,1ph-x4_acsrx4_acsr_B
P1673,m3021569,S3,m,1,1-phase,35,10.67,-119.2485419,46.71501416,53,m3019248,P1665,300.0,91.44,1ph-x2_acsrx2_acsr_B
P1674,m1047410,S3,m,1,1-phase,35,10.67,-119.1962636,46.67180308,54,l2820556,P1666,129.6,39.5,1ph-4_acsrxx4_acsr_A
P1675,l2973157,S3,l,1,1-phase,35,10.67,-119.1985694,46.67285366,54,m1047419,P1667,157.5,48.01,1ph-2_acsrxx2_acsr_A
P1676,l2841635,S3,l,3,3-phase,40,12.19,-119.2070512,46.70922136,54,l2822869,P1668,195.1,59.47,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P1677,l2729410,S3,l,1,1-phase,35,10.67,-119.2087007,46.70791004,54,n1140520,P1669,74.6,22.74,1ph-xx2_acsr2_acsr_C
P1678,l2804245,S3,l,1,1-phase,35,10.67,-119.2508101,46.71983402,54,m1009838,P1671,133.9,40.81,1ph-x4_acsrx4_acsr_B
P1679,l2801896,S3,l,1,1-phase,35,10.67,-119.2522543,46.7200316,54,m1009838,P1671,155.1,47.27,1ph-x4_acsrx4_acsr_B
P1680,m1009843,S3,m,1,1-phase,35,10.67,-119.2524845,46.72068934,54,m1009838,P1671,281.6,85.83,1ph-x4_acsrx4_acsr_B
P1681,l3178969,S3,l,1,1-phase,35,10.67,-119.2511476,46.71902642,54,m1009834,P1672,1.0,0.3,1ph-x4_acsrx4_acsr_B
P1682,l3315860,S3,l,1,1-phase,35,10.67,-119.2496581,46.713481,54,m3021569,P1673,520.0,158.5,1ph-x2_acsrx2_acsr_B
P1683,m1047409,S3,m,1,1-phase,35,10.67,-119.1951638,46.67083092,55,m1047410,P1674,306.9,93.54,1ph-4_acsrxx4_acsr_A
P1684,m1047503,S3,m,3,3-phase,40,12.19,-119.206709,46.70940536,55,l2841635,P1676,78.0,23.77,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P1685,m1009839,S3,m,1,1-phase,35,10.67,-119.2535487,46.71996382,55,l2801896,P1679,248.4,75.71,1ph-x4_acsrx4_acsr_B
P1686,l3160108,S3,l,1,1-phase,35,10.67,-119.2516609,46.72112826,55,m1009843,P1680,187.2,57.06,1ph-x4_acsrx4_acsr_B
P1687,l3251806,S3,l,1,1-phase,35,10.67,-119.252932,46.72034448,55,m1009843,P1680,116.7,35.57,1ph-x4_wpalx4_wpal_B
P1688,m1009855,S3,m,1,1-phase,35,10.67,-119.2533211,46.721644,55,m1009843,P1680,271.5,82.75,1ph-x4_acsrx4_acsr_B
P1689,l2729401,S3,l,1,1-phase,35,10.67,-119.252401,46.71935128,55,l3178969,P1681,251.4,76.63,1ph-x4_acsrx4_acsr_B
P1690,l2841648,S3,l,1,1-phase,35,10.67,-119.1930531,46.67125964,56,m1047409,P1683,418.5,127.56,1ph-4_acsrxx4_acsr_A
P1691,l3082992,S3,l,1,1-phase,35,10.67,-119.1944506,46.6700966,56,m1047409,P1683,217.0,66.14,1ph-4_acsrxx4_acsr_A
P1692,l2991914,S3,l,3,3-phase,40,12.19,-119.2061957,46.7096814,56,m1047503,P1684,117.0,35.66,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P1693,l2673326,S3,l,1,1-phase,35,10.67,-119.254279,46.7206636,56,m1009839,P1685,213.0,64.92,1ph-x4_acsrx4_acsr_B
P1694,l3029510,S3,l,1,1-phase,35,10.67,-119.2507974,46.72155678,56,l3160108,P1686,192.4,58.64,1ph-x4_acsrx4_acsr_B
P1695,l2991927,S3,l,1,1-phase,35,10.67,-119.2530337,46.72330016,56,m1009855,P1688,384.2,117.1,1ph-x4_acsrx4_acsr_B
P1696,l2748139,S3,l,1,1-phase,35,10.67,-119.2523277,46.7220799,56,m1009855,P1688,215.0,65.53,1ph-x2_acsrx2_acsr_B
P1697,l2841000,S3,l,1,1-phase,35,10.67,-119.1918564,46.6717019,57,l2841648,P1690,196.2,59.8,1ph-x4_acsrx4_acsr_A
P1698,l2710544,S3,l,1,1-phase,35,10.67,-119.1936937,46.6724554,57,l2841648,P1690,300.7,91.65,1ph-2_acsrxx2_acsr_A
P1699,m1047406,S3,m,1,1-phase,35,10.67,-119.19394,46.66935902,57,l3082992,P1691,195.5,59.59,1ph-4_acsrxx4_acsr_A
P1700,l2691938,S3,l,1,1-phase,35,10.67,-119.2550375,46.72066382,57,l2673326,P1693,145.3,44.29,1ph-x4_acsrx4_acsr_B
P1701,l2729409,S3,l,1,1-phase,35,10.67,-119.2489727,46.72128882,57,l3029510,P1694,354.8,108.14,1ph-x4_acsrx4_acsr_B
P1702,l3216348,S3,l,1,1-phase,35,10.67,-119.1943968,46.66918756,58,m1047406,P1699,95.9,29.23,1ph-4_wpalxx4_wpal_A
P1703,l2691947,S3,l,1,1-phase,35,10.67,-119.1936623,46.66845044,58,m1047406,P1699,215.3,65.62,1ph-4_acsrxx4_wpal_A
P1704,n1140519,S3,n,3,3-phase,40,12.19,-119.2053745,46.71009774,58,d5895780-3_int,,0.0,0.0,
P1705,m1009840,S3,m,1,1-phase,35,10.67,-119.2554245,46.72012002,58,l2691938,P1700,145.2,44.26,1ph-x4_acsrx4_acsr_B
P1706,l2841624,S3,l,1,1-phase,35,10.67,-119.2475326,46.72098154,58,l2729409,P1701,284.7,86.78,1ph-x4_acsrx4_acsr_B
P1707,l2841627,S3,l,1,1-phase,35,10.67,-119.1973856,46.6681752,59,l3216348,P1702,617.9,188.34,1ph-4_wpalxx4_wpal_A
P1708,l2991901,S3,l,1,1-phase,35,10.67,-119.2563638,46.72011078,59,m1009840,P1705,179.9,54.83,1ph-x4_acsrx4_acsr_B
P1709,l3216338,S3,l,1,1-phase,35,10.67,-119.2551085,46.71881572,59,m1009840,P1705,305.5,93.12,1ph-x4_acsrx4_acsr_B
P1710,l3254216,S3,l,1,1-phase,35,10.67,-119.1990651,46.66756576,60,l2841627,P1707,350.7,106.89,1ph-4_wpalxx4_wpal_A
P1711,m1047507,S3,m,3,3-phase,40,12.19,-119.2045181,46.71053194,60,196-35813,,167.4,51.02,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P1712,m3037537,S3,m,1,1-phase,35,10.67,-119.2641528,46.72087766,60,l2991901,P1708,1530.0,466.34,1ph-x2_acsrx2_acsr_B
P1713,l2973146,S3,l,1,1-phase,35,10.67,-119.2551031,46.71797856,60,l3216338,P1709,192.2,58.58,1ph-x2_acsrx2_acsr_B
P1714,m1047401,S3,m,1,1-phase,35,10.67,-119.199598,46.66738704,61,l3254216,P1710,110.0,33.53,1ph-4_acsrxx4_acsr_A
P1715,m1047513,S3,m,3,3-phase,40,12.19,-119.2034981,46.71104494,61,m1047507,P1711,228.1,69.52,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P1716,l2820531,S3,l,3,3-phase,40,12.19,-119.2038545,46.7103969,61,m1047507,P1711,130.8,39.87,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1717,l3231269,S3,l,1,1-phase,35,10.67,-119.2646328,46.72275468,61,m3037537,P1712,560.0,170.69,1ph-x2_acsrx2_acsr_B
P1718,l2911069,S3,l,1,1-phase,35,10.67,-119.2641619,46.72083692,61,m3037537,P1712,9.5,2.9,1ph-x2_acsrx2_acsr_B
P1719,m1047403,S3,m,1,1-phase,35,10.67,-119.199739,46.66800758,62,m1047401,P1714,145.0,44.2,1ph-2_acsrxx2_acsr_A
P1720,l2748132,S3,l,1,1-phase,35,10.67,-119.200489,46.66708818,62,m1047401,P1714,183.9,56.05,1ph-4_acsrxx4_acsr_A
P1721,p901913,S3,p,1,1-phase,35,10.67,-119.2033945,46.71102202,62,m1047513,P1715,20.5,6.25,1ph-xx4_acsr4_acsr_C
P1722,m1047515,S3,m,3,3-phase,40,12.19,-119.2018241,46.71184712,62,m1047513,P1715,369.7,112.68,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P1723,l2948732,S3,l,1,1-phase,35,10.67,-119.2651493,46.71781438,62,l2911069,P1718,725.5,221.13,1ph-x2_acsrx2_acsr_B
P1724,m1047404,S3,m,1,1-phase,35,10.67,-119.2008862,46.66821928,63,m1047403,P1719,225.0,68.58,1ph-2_acsrxx2_acsr_A
P1725,l2689726,S3,l,1,1-phase,35,10.67,-119.2045861,46.66577412,63,l2748132,P1720,840.8,256.28,1ph-4_acsrxx4_acsr_A
P1726,l3157708,S3,l,1,1-phase,35,10.67,-119.2030118,46.71093752,63,p901913,P1721,75.8,23.1,1ph-xx4_acsr4_acsr_C
P1727,n1144665,S3,n,3,3-phase,40,12.19,-119.2013961,46.71200746,63,m1047515,P1722,89.9,27.4,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P1728,n1137992,S3,n,3,3-phase,40,12.19,-119.2034335,46.70999362,63,d5742811-3_int,,0.0,0.0,
P1729,l3091052,S3,l,1,1-phase,35,10.67,-119.2019039,46.66795692,64,m1047404,P1724,204.0,62.18,1ph-2_acsrxx2_acsr_A
P1730,m1047400,S3,m,1,1-phase,35,10.67,-119.2068956,46.66550766,64,l2689726,P1725,446.5,136.09,1ph-4_acsrxx4_acsr_A
P1731,n1137991,S3,n,1,1-phase,35,10.67,-119.2027778,46.71088582,64,l3157708,P1726,46.4,14.14,1ph-xx4_acsr4_acsr_C
P1732,l2897777,S3,l,3,3-phase,40,12.19,-119.2009723,46.7121662,64,n1144665,P1727,89.0,27.13,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P1733,m4113345,S3,m,1,1-phase,35,10.67,-119.2020591,46.71072704,65,n1137991,P1731,142.4,43.4,1ph-xx4_acsr4_acsr_C
P1734,e206209,S3,e,3,3-phase,40,12.19,-119.199167,46.7126478,65,l2897777,P1732,408.7,124.57,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P1735,l3160109,S3,l,3,3-phase,40,12.19,-119.202655,46.70924798,65,196-29520,,212.1,64.65,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1736,l3197640,S3,l,1,1-phase,35,10.67,-119.2007236,46.71043206,66,m4113345,P1733,264.6,80.65,1ph-xx4_acsr4_acsr_C
P1737,m1047497,S3,m,3,3-phase,40,12.19,-119.2018934,46.70843968,66,l3160109,P1735,236.0,71.93,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1738,m1047521,S3,m,3,3-phase,40,12.19,-119.1986262,46.7128388,67,d6108141-1_int,,66.6,20.3,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P1739,p901912,S3,p,1,1-phase,35,10.67,-119.2019255,46.70832904,67,m1047497,P1737,26.1,7.96,1ph-x2_acsrx2_acsr_B
P1740,l3104136,S3,l,3,3-phase,40,12.19,-119.2016468,46.7081809,67,m1047497,P1737,75.9,23.13,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1741,m1047526,S3,m,3,3-phase,40,12.19,-119.1992506,46.71313678,68,m1047521,P1738,137.8,42.0,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_wpal_ABC
P1742,m1047520,S3,m,3,3-phase,40,12.19,-119.1973393,46.71286558,68,m1047521,P1738,170.7,52.03,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1743,n1136665,S3,n,1,1-phase,35,10.67,-119.1984584,46.71276034,68,m1047521,P1738,36.8,11.22,1ph-2/0_acsrxx2_acsr_A
P1744,l2954353,S3,l,1,1-phase,35,10.67,-119.1986409,46.71300812,68,m1047521,P1738,39.0,11.89,1ph-4_acsrxx4_acsr_A
P1745,l3195365,S3,l,1,1-phase,35,10.67,-119.2020749,46.70780894,68,p901912,P1739,122.8,37.43,1ph-x2_acsrx2_acsr_B
P1746,l2822872,S3,l,3,3-phase,40,12.19,-119.1999999,46.70667714,68,l3104136,P1740,467.7,142.55,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1747,n1136666,S3,n,3,3-phase,40,12.19,-119.1994168,46.71321612,69,m1047526,P1741,36.7,11.19,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1748,m1047pv-1,S3,m,3,3-phase,40,12.19,-119.1968171,46.7115588,69,m1047520,P1742,395.6,120.58,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
