pole_id,bus,feeder,bus_type,phase_count,phase_type,pole_height_ft,pole_height_m,longitude,latitude,depth_in_tree,parent_bus,parent_pole_id,span_ft_to_parent,span_m_to_parent,spacing_template
P0706,l2841636,S2,l,1,1-phase,35,10.67,-119.2205164,46.61350964,24,m1026327,P0693,343.6,104.73,1ph-x4_acsrx4_acsr_B
P0707,l3122823,S2,l,1,1-phase,35,10.67,-119.2186863,46.6142583,24,m1026327,P0693,125.8,38.34,1ph-x4_wpalx4_acsr_B
P0708,l2897778,S2,l,1,1-phase,35,10.67,-119.2150205,46.62666156,24,m1026378,P0695,294.3,89.7,1ph-4_wpalxx4_acsr_A
P0709,m2000902,S2,m,1,1-phase,35,10.67,-119.2007335,46.61246104,24,d2000901_int,,158.2,48.22,1ph-x2_acsrx2_acsr_C
P0710,m2001200,S2,m,3,3-phase,40,12.19,-119.199167,46.60854068,24,m2001100,P0696,568.5,173.28,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P0711,m2000704,S2,m,1,1-phase,35,10.67,-119.2069997,46.61071866,24,m2000703,P0698,158.2,48.22,1ph-x2_acsrx2_acsr_B
P0712,m2000407,S2,m,1,1-phase,35,10.67,-119.2116994,46.61202544,24,m2000406,P0699,158.2,48.22,1ph-x2_acsrx2_acsr_A
P0713,l2729411,S2,l,1,1-phase,35,10.67,-119.1927986,46.63850484,25,m1047358,P0700,317.4,96.74,1ph-4_acsrxx4_acsr_A
P0714,l2897781,S2,l,1,1-phase,35,10.67,-119.1937849,46.63865926,25,m1047358,P0700,298.4,90.95,1ph-4_wpalxx4_wpal_A
P0715,l3197644,S2,l,1,1-phase,35,10.67,-119.1935397,46.6371126,25,m1047358,P0700,67.4,20.54,1ph-4_acsrxx4_acsr_A
P0716,l2860490,S2,l,3,3-phase,40,12.19,-119.1896728,46.63682132,25,l3104134,P0701,207.9,63.37,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P0717,l3254220,S2,l,1,1-phase,35,10.67,-119.191559,46.63706328,25,l3254219,P0702,210.5,64.16,1ph-xx2_acsr2_acsr_C
P0718,l3197645,S2,l,1,1-phase,35,10.67,-119.1886436,46.63370054,25,m1047342,P0703,241.8,73.7,1ph-2_acsrxx2_acsr_A
P0719,m1026339,S2,m,1,1-phase,35,10.67,-119.2229779,46.617385,25,l3197643,P0705,133.6,40.72,1ph-x4_acsrx4_acsr_B
P0720,m1026324,S2,m,1,1-phase,35,10.67,-119.2211438,46.6129871,25,l2841636,P0706,169.8,51.76,1ph-x4_wpalx4_acsr_B
P0721,m3037452,S2,m,1,1-phase,35,10.67,-119.2150194,46.6266899,25,l2897778,P0708,6.5,1.98,1ph-4_wpalxx4_acsr_A
P0722,m2000903,S2,m,1,1-phase,35,10.67,-119.2002113,46.61289664,25,m2000902,P0709,158.2,48.22,1ph-x2_acsrx2_acsr_C
P0723,m2001300,S2,m,3,3-phase,40,12.19,-119.1981226,46.6076695,25,m2001200,P0710,475.2,144.84,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P0724,m2001201,S2,m,1,1-phase,35,10.67,-119.1986448,46.60897628,25,m2001200,P0710,158.2,48.22,1ph-x2_acsrx2_acsr_C
P0725,m2001002,S2,m,1,1-phase,35,10.67,-119.2028222,46.60897628,25,d2001001_int,,158.2,48.22,1ph-x2_acsrx2_acsr_B
P0726,m2000705,S2,m,1,1-phase,35,10.67,-119.2075219,46.61028306,25,m2000704,P0711,158.2,48.22,1ph-x2_acsrx2_acsr_B
P0727,m2000408,S2,m,1,1-phase,35,10.67,-119.2122215,46.61158984,25,m2000407,P0712,158.2,48.22,1ph-x2_acsrx2_acsr_A
P0728,l3254218,S2,l,3,3-phase,40,12.19,-119.1888555,46.6375779,26,l2860490,P0716,233.8,71.26,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P0729,l2766727,S2,l,1,1-phase,35,10.67,-119.2233362,46.61837554,26,m1026339,P0719,237.5,72.39,1ph-x4_acsrx4_acsr_B
P0730,l3029507,S2,l,1,1-phase,35,10.67,-119.2216678,46.61801648,26,m1026339,P0719,289.8,88.33,1ph-x2_acsrx2_acsr_B
P0731,m1026323,S2,m,1,1-phase,35,10.67,-119.2218455,46.61244976,26,m1026324,P0720,182.4,55.6,1ph-x4_acsrx4_acsr_B
P0732,m1026387,S2,m,1,1-phase,35,10.67,-119.2143672,46.628254,26,m3037452,P0721,390.1,118.9,1ph-4_wpalxx4_wpal_A
P0733,l2973164,S2,l,1,1-phase,35,10.67,-119.2137994,46.62660614,26,m3037452,P0721,234.4,71.45,1ph-4_acsrxx4_acsr_A
P0734,m2000904,S2,m,1,1-phase,35,10.67,-119.1996891,46.61333222,26,m2000903,P0722,158.2,48.22,1ph-x2_acsrx2_acsr_C
P0735,m2001301,S2,m,1,1-phase,35,10.67,-119.1986448,46.6072339,26,m2001300,P0723,158.2,48.22,1ph-x2_acsrx2_acsr_A
P0736,m2001400,S2,m,3,3-phase,40,12.19,-119.1970782,46.6067983,26,m2001300,P0723,436.0,132.89,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P0737,m2001003,S2,m,1,1-phase,35,10.67,-119.2033444,46.60854068,26,m2001002,P0725,158.2,48.22,1ph-x2_acsrx2_acsr_B
P0738,m2000706,S2,m,1,1-phase,35,10.67,-119.2080441,46.60984748,26,m2000705,P0726,158.2,48.22,1ph-x2_acsrx2_acsr_B
P0739,m2000409,S2,m,1,1-phase,35,10.67,-119.2127437,46.61115426,26,m2000408,P0727,158.2,48.22,1ph-x2_acsrx2_acsr_A
P0740,l2991917,S2,l,1,1-phase,35,10.67,-119.2215009,46.61189582,27,m1026323,P0731,143.3,43.68,1ph-x4_wpalx4_wpal_B
P0741,m1026320,S2,m,1,1-phase,35,10.67,-119.2232888,46.611274,27,m1026323,P0731,386.4,117.77,1ph-x4_acsrx4_acsr_B
P0742,l3085402,S2,l,1,1-phase,35,10.67,-119.2131667,46.62915978,27,m1026387,P0732,310.0,94.49,1ph-4_wpalxx4_wpal_A
P0743,l3104132,S2,l,1,1-phase,35,10.67,-119.2131875,46.62849332,27,m1026387,P0732,232.5,70.87,1ph-4_acsrxx4_acsr_A
P0744,m2000905,S2,m,1,1-phase,35,10.67,-119.199167,46.61376782,27,m2000904,P0734,158.2,48.22,1ph-x2_acsrx2_acsr_C
P0745,m2001500,S2,m,3,3-phase,40,12.19,-119.1960339,46.60592712,27,m2001400,P0736,620.9,189.25,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P0746,m2001202,S2,m,1,1-phase,35,10.67,-119.1976004,46.60984748,27,d2001201_int,,158.2,48.22,1ph-x2_acsrx2_acsr_C
P0747,m2001004,S2,m,1,1-phase,35,10.67,-119.2038666,46.6081051,27,m2001003,P0737,158.2,48.22,1ph-x2_acsrx2_acsr_B
P0748,m2000707,S2,m,1,1-phase,35,10.67,-119.2085663,46.60941188,27,m2000706,P0738,158.2,48.22,1ph-x2_acsrx2_acsr_B
P0749,m2000410,S2,m,1,1-phase,35,10.67,-119.2132659,46.61071866,27,m2000409,P0739,158.2,48.22,1ph-x2_acsrx2_acsr_A
P0750,m1069135,S2,m,3,3-phase,40,12.19,-119.1875949,46.63872438,28,r18242,,232.9,70.99,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P0751,l3104130,S2,l,1,1-phase,35,10.67,-119.2242003,46.61055026,28,m1026320,P0741,241.0,73.46,1ph-x4_acsrx4_acsr_B
P0752,l2879079,S2,l,1,1-phase,35,10.67,-119.2235631,46.61220752,28,m1026320,P0741,220.7,67.27,1ph-x4_wpalx4_wpal_B
P0753,m1026394,S2,m,1,1-phase,35,10.67,-119.212995,46.62931292,28,l3085402,P0742,48.1,14.66,1ph-4_wpalxx4_wpal_A
P0754,m2000906,S2,m,1,1-phase,35,10.67,-119.1986448,46.61420342,28,m2000905,P0744,158.2,48.22,1ph-x2_acsrx2_acsr_C
P0755,m2001302,S2,m,1,1-phase,35,10.67,-119.1996891,46.60636272,28,d2001301_int,,158.2,48.22,1ph-x2_acsrx2_acsr_A
P0756,m2001der480-1,S2,m,3,3-phase,40,12.19,-119.1955117,46.60636272,28,m2001500,P0745,0.0,0.0,
P0757,m2001der480-2,S2,m,3,3-phase,40,12.19,-119.1965561,46.60549152,28,m2001500,P0745,0.0,0.0,
P0758,m2001203,S2,m,1,1-phase,35,10.67,-119.1970782,46.61028306,28,m2001202,P0746,158.2,48.22,1ph-x2_acsrx2_acsr_C
P0759,m2001005,S2,m,1,1-phase,35,10.67,-119.2043888,46.6076695,28,m2001004,P0747,158.2,48.22,1ph-x2_acsrx2_acsr_B
P0760,m2000708,S2,m,1,1-phase,35,10.67,-119.2090884,46.60897628,28,m2000707,P0748,158.2,48.22,1ph-x2_acsrx2_acsr_B
P0761,m2000411,S2,m,1,1-phase,35,10.67,-119.2137881,46.61028306,28,m2000410,P0749,158.2,48.22,1ph-x2_acsrx2_acsr_A
P0762,n1139539,S2,n,1,1-phase,35,10.67,-119.1871952,46.63848088,29,m1069135,P0750,94.8,28.9,1ph-4_acsrxx4_wpal_A
P0763,p827533,S2,p,1,1-phase,35,10.67,-119.1877273,46.63883864,29,m1069135,P0750,36.5,11.13,1ph-x4_acsrx4_acsr_B
P0764,m1069136,S2,m,3,3-phase,40,12.19,-119.186757,46.6395403,29,m1069135,P0750,246.6,75.16,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P0765,l2763072,S2,l,1,1-phase,35,10.67,-119.225137,46.60978478,29,l3104130,P0751,251.1,76.54,1ph-x4_acsrx4_acsr_B
P0766,m1026393,S2,m,1,1-phase,35,10.67,-119.2137364,46.6293125,29,m1026394,P0753,142.0,43.28,1ph-4_acsrxx4_wpal_A
P0767,m2000907,S2,m,1,1-phase,35,10.67,-119.1981226,46.61463902,29,m2000906,P0754,158.2,48.22,1ph-x2_acsrx2_acsr_C
P0768,m2001303,S2,m,1,1-phase,35,10.67,-119.2002113,46.60592712,29,m2001302,P0755,158.2,48.22,1ph-x2_acsrx2_acsr_A
P0769,m2001der-2,S2,m,3,3-phase,40,12.19,-119.1944673,46.60636272,29,m2001der480-1,P0756,164.0,49.99,3ph_h-397_acsr397_acsr397_acsr397_acsr_ABC
P0770,m2001der-1,S2,m,3,3-phase,40,12.19,-119.1944673,46.6076695,29,m2001der480-1,P0756,164.0,49.99,3ph_h-397_acsr397_acsr397_acsr397_acsr_ABC
P0771,m2001der-3,S2,m,3,3-phase,40,12.19,-119.1944673,46.60505594,29,m2001der480-1,P0756,164.0,49.99,3ph_h-397_acsr397_acsr397_acsr397_acsr_ABC
P0772,m2001der-5,S2,m,3,3-phase,40,12.19,-119.196,46.605,29,m2001der480-2,P0757,164.0,49.99,3ph_h-397_acsr397_acsr397_acsr397_acsr_ABC
P0773,m2001der-4,S2,m,3,3-phase,40,12.19,-119.1970782,46.60505594,29,m2001der480-2,P0757,164.0,49.99,3ph_h-397_acsr397_acsr397_acsr397_acsr_ABC
P0774,m2001204,S2,m,1,1-phase,35,10.67,-119.1965561,46.61071866,29,m2001203,P0758,158.2,48.22,1ph-x2_acsrx2_acsr_C
P0775,m2001006,S2,m,1,1-phase,35,10.67,-119.204911,46.6072339,29,m2001005,P0759,158.2,48.22,1ph-x2_acsrx2_acsr_B
P0776,m2000709,S2,m,1,1-phase,35,10.67,-119.2096106,46.60854068,29,m2000708,P0760,158.2,48.22,1ph-x2_acsrx2_acsr_B
P0777,m2000412,S2,m,1,1-phase,35,10.67,-119.2143103,46.60984748,29,m2000411,P0761,158.2,48.22,1ph-x2_acsrx2_acsr_A
P0778,l2710520,S2,l,1,1-phase,35,10.67,-119.1855624,46.63748634,30,n1139539,P0762,387.2,118.02,1ph-4_acsrxx4_wpal_A
P0779,n1139538,S2,n,1,1-phase,35,10.67,-119.1878387,46.63893486,30,p827533,P0763,30.7,9.36,1ph-x4_acsrx4_acsr_B
P0780,l3235256,S2,l,3,3-phase,40,12.19,-119.1863872,46.63993208,30,m1069136,P0764,114.5,34.9,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P0781,l2841638,S2,l,1,1-phase,35,10.67,-119.187247,46.64010086,30,m1069136,P0764,159.3,48.55,1ph-xx4_acsr4_acsr_C
P0782,m4118754,S2,m,1,1-phase,35,10.67,-119.2260207,46.6090492,30,l2763072,P0765,239.1,72.88,1ph-x4_acsrx4_acsr_B
P0783,l2804252,S2,l,1,1-phase,35,10.67,-119.2141931,46.6293124,30,m1026393,P0766,87.5,26.67,1ph-4_acsrxx4_wpal_A
P0784,l2935559,S2,l,1,1-phase,35,10.67,-119.2136691,46.63023564,30,m1026393,P0766,212.3,64.71,1ph-4_acsrxx4_acsr_A
P0785,m2000908,S2,m,1,1-phase,35,10.67,-119.1976004,46.6150746,30,m2000907,P0767,158.2,48.22,1ph-x2_acsrx2_acsr_C
P0786,m2001304,S2,m,1,1-phase,35,10.67,-119.2007335,46.60549152,30,m2001303,P0768,158.2,48.22,1ph-x2_acsrx2_acsr_A
P0787,m2001-mt2,S2,m,3,3-phase,40,12.19,-119.1939451,46.60636272,30,m2001der-2,P0769,0.0,0.0,
P0788,m2001-mt1,S2,m,3,3-phase,40,12.19,-119.1939451,46.6081051,30,m2001der-1,P0770,0.0,0.0,
P0789,m2001-mt3,S2,m,3,3-phase,40,12.19,-119.1939451,46.60462034,30,m2001der-3,P0771,0.0,0.0,
P0790,m2001-ess2,S2,m,3,3-phase,40,12.19,-119.1955,46.6045,30,m2001der-5,P0772,0.0,0.0,
P0791,m2001-ess1,S2,m,3,3-phase,40,12.19,-119.1976004,46.60462034,30,m2001der-4,P0773,0.0,0.0,
P0792,m2001205,S2,m,1,1-phase,35,10.67,-119.1960339,46.61115426,30,m2001204,P0774,158.2,48.22,1ph-x2_acsrx2_acsr_C
P0793,m2001007,S2,m,1,1-phase,35,10.67,-119.2054332,46.6067983,30,m2001006,P0775,158.2,48.22,1ph-x2_acsrx2_acsr_B
P0794,m2000710,S2,m,1,1-phase,35,10.67,-119.2101328,46.6081051,30,m2000709,P0776,158.2,48.22,1ph-x2_acsrx2_acsr_B
P0795,m2000413,S2,m,1,1-phase,35,10.67,-119.2148324,46.60941188,30,m2000412,P0777,158.2,48.22,1ph-x2_acsrx2_acsr_A
P0796,m1069131,S2,m,1,1-phase,35,10.67,-119.1848526,46.63763888,31,l2710520,P0778,140.4,42.79,1ph-4_acsrxx6_wpal_A
P0797,l3066818,S2,l,1,1-phase,35,10.67,-119.188253,46.63929254,31,n1139538,P0779,114.2,34.81,1ph-x4_acsrx4_acsr_B
P0798,l3197630,S2,l,3,3-phase,40,12.19,-119.1850467,46.6412267,31,l3235256,P0780,392.7,119.69,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P0799,l2860492,S2,l,1,1-phase,35,10.67,-119.1879439,46.6412677,31,l2841638,P0781,299.3,91.23,1ph-xx2_acsr2_acsr_C
P0800,m1026312,S2,m,1,1-phase,35,10.67,-119.2277009,46.60771484,31,m4118754,P0782,444.3,135.42,1ph-x4_acsrx4_wpal_B
P0801,l3195310,S2,l,1,1-phase,35,10.67,-119.2152656,46.6293135,31,l2804252,P0783,205.4,62.61,1ph-4_acsrxx4_wpal_A
P0802,l3048214,S2,l,1,1-phase,35,10.67,-119.214135,46.63059894,31,l2935559,P0784,124.2,37.86,1ph-4_acsrxx4_acsr_A
P0803,m2000909,S2,m,1,1-phase,35,10.67,-119.1970782,46.6155102,31,m2000908,P0785,158.2,48.22,1ph-x2_acsrx2_acsr_C
P0804,m2001305,S2,m,1,1-phase,35,10.67,-119.2012557,46.60505594,31,m2001304,P0786,158.2,48.22,1ph-x2_acsrx2_acsr_A
P0805,m2001206,S2,m,1,1-phase,35,10.67,-119.1955117,46.61158984,31,m2001205,P0792,158.2,48.22,1ph-x2_acsrx2_acsr_C
P0806,m2001008,S2,m,1,1-phase,35,10.67,-119.2059553,46.60636272,31,m2001007,P0793,158.2,48.22,1ph-x2_acsrx2_acsr_B
P0807,m2000711,S2,m,1,1-phase,35,10.67,-119.210655,46.6076695,31,m2000710,P0794,158.2,48.22,1ph-x2_acsrx2_acsr_B
P0808,m2000414,S2,m,1,1-phase,35,10.67,-119.2153546,46.60897628,31,m2000413,P0795,158.2,48.22,1ph-x2_acsrx2_acsr_A
P0809,p827534,S2,p,1,1-phase,35,10.67,-119.1847123,46.6375945,32,m1069131,P0796,28.7,8.75,1ph-4_acsrxx4_acsr_A
P0810,m1069154,S2,m,3,3-phase,40,12.19,-119.18304,46.64313652,32,l3197630,P0798,583.0,177.7,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P0811,l2973163,S2,l,1,1-phase,35,10.67,-119.2283565,46.6071808,32,m1026312,P0800,175.5,53.49,1ph-x4_acsrx4_wpal_B
P0812,m2000910,S2,m,1,1-phase,35,10.67,-119.1965561,46.6159458,32,m2000909,P0803,158.2,48.22,1ph-x2_acsrx2_acsr_C
P0813,m2001306,S2,m,1,1-phase,35,10.67,-119.2017779,46.60462034,32,m2001305,P0804,158.2,48.22,1ph-x2_acsrx2_acsr_A
P0814,m2001207,S2,m,1,1-phase,35,10.67,-119.1949895,46.61202544,32,m2001206,P0805,158.2,48.22,1ph-x2_acsrx2_acsr_C
P0815,m2001009,S2,m,1,1-phase,35,10.67,-119.2064775,46.60592712,32,m2001008,P0806,158.2,48.22,1ph-x2_acsrx2_acsr_B
P0816,m2000712,S2,m,1,1-phase,35,10.67,-119.2111772,46.6072339,32,m2000711,P0807,158.2,48.22,1ph-x2_acsrx2_acsr_B
P0817,m2000415,S2,m,1,1-phase,35,10.67,-119.2158768,46.60854068,32,m2000414,P0808,158.2,48.22,1ph-x2_acsrx2_acsr_A
P0818,m1069130,S2,m,1,1-phase,35,10.67,-119.184633,46.63756936,33,p827534,P0809,16.3,4.97,1ph-4_acsrxx4_acsr_A
P0819,l3178981,S2,l,1,1-phase,35,10.67,-119.1890861,46.6397892,33,d5653469-1_int,,196.1,59.77,1ph-x4_acsrx4_acsr_B
P0820,m1069155,S2,m,3,3-phase,40,12.19,-119.1819034,46.64421632,33,m1069154,P0810,329.9,100.55,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P0821,l2804251,S2,l,1,1-phase,35,10.67,-119.1823763,46.64304552,33,m1069154,P0810,128.8,39.26,1ph-4_wpalxx4_wpal_A
P0822,l3104120,S2,l,1,1-phase,35,10.67,-119.1840832,46.64342898,33,m1069154,P0810,210.7,64.22,1ph-x4_wpalx2_acsr_B
P0823,m1026309,S2,m,1,1-phase,35,10.67,-119.2294073,46.60632168,33,l2973163,P0811,281.8,85.89,1ph-x4_acsrx4_acsr_B
P0824,m2000911,S2,m,1,1-phase,35,10.67,-119.1960339,46.61638138,33,m2000910,P0812,158.2,48.22,1ph-x2_acsrx2_acsr_C
P0825,m2001307,S2,m,1,1-phase,35,10.67,-119.2023001,46.60418474,33,m2001306,P0813,158.2,48.22,1ph-x2_acsrx2_acsr_A
P0826,m2001208,S2,m,1,1-phase,35,10.67,-119.1944673,46.61246104,33,m2001207,P0814,158.2,48.22,1ph-x2_acsrx2_acsr_C
P0827,m2001010,S2,m,1,1-phase,35,10.67,-119.2069997,46.60549152,33,m2001009,P0815,158.2,48.22,1ph-x2_acsrx2_acsr_B
P0828,m2000713,S2,m,1,1-phase,35,10.67,-119.2116994,46.6067983,33,m2000712,P0816,158.2,48.22,1ph-x2_acsrx2_acsr_B
P0829,m1069133,S2,m,1,1-phase,35,10.67,-119.1848186,46.63773764,34,m1069130,P0818,63.5,19.35,1ph-4_acsrxx4_acsr_A
P0830,l3085396,S2,l,1,1-phase,35,10.67,-119.183371,46.63716984,34,m1069130,P0818,258.5,78.79,1ph-4_acsrxx4_acsr_A
P0831,m1047368,S2,m,1,1-phase,35,10.67,-119.191792,46.64190236,34,l3178981,P0819,711.3,216.8,1ph-x4_acsrx4_acsr_B
P0832,l3254210,S2,l,1,1-phase,35,10.67,-119.1829292,46.645491,34,m1069155,P0820,353.2,107.66,1ph-xx4_acsr4_acsr_C
P0833,m1069156,S2,m,3,3-phase,40,12.19,-119.1804516,46.64552402,34,m1069155,P0820,410.0,124.97,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P0834,l3085395,S2,l,1,1-phase,35,10.67,-119.1809635,46.6442841,34,m1069155,P0820,180.7,55.08,1ph-2_acsrxx2_acsr_A
P0835,l2804260,S2,l,1,1-phase,35,10.67,-119.2314908,46.60877574,34,m1026309,P0823,716.5,218.39,1ph-x4_acsrx4_acsr_B
P0836,l2860488,S2,l,1,1-phase,35,10.67,-119.2354889,46.60412864,34,m1026309,P0823,1283.6,391.24,1ph-x4_acsrx4_acsr_B
P0837,m2000912,S2,m,1,1-phase,35,10.67,-119.1955117,46.61681698,34,m2000911,P0824,158.2,48.22,1ph-x2_acsrx2_acsr_C
P0838,m2001308,S2,m,1,1-phase,35,10.67,-119.2028222,46.60374914,34,m2001307,P0825,158.2,48.22,1ph-x2_acsrx2_acsr_A
P0839,m2001209,S2,m,1,1-phase,35,10.67,-119.1939451,46.61289664,34,m2001208,P0826,158.2,48.22,1ph-x2_acsrx2_acsr_C
P0840,m2001011,S2,m,1,1-phase,35,10.67,-119.2075219,46.60505594,34,m2001010,P0827,158.2,48.22,1ph-x2_acsrx2_acsr_B
P0841,m2000714,S2,m,1,1-phase,35,10.67,-119.2122215,46.60636272,34,m2000713,P0828,158.2,48.22,1ph-x2_acsrx2_acsr_B
P0842,l2710521,S2,l,1,1-phase,35,10.67,-119.1847326,46.63798736,35,m1069133,P0829,59.6,18.17,1ph-4_acsrxx4_wpal_A
P0843,l3122813,S2,l,1,1-phase,35,10.67,-119.1798002,46.6358969,35,l3085396,P0830,765.8,233.42,1ph-4_acsrxx4_acsr_A
P0844,l2748130,S2,l,1,1-phase,35,10.67,-119.1914081,46.64275346,35,m1047368,P0831,208.8,63.64,1ph-x4_acsrx4_acsr_B
P0845,l2785528,S2,l,1,1-phase,35,10.67,-119.1923718,46.64154006,35,m1047368,P0831,138.7,42.28,1ph-x4_acsrx4_acsr_B
P0846,l2841620,S2,l,1,1-phase,35,10.67,-119.1932758,46.64316906,35,m1047368,P0831,406.6,123.93,1ph-x4_acsrx4_acsr_B
P0847,l2710510,S2,l,1,1-phase,35,10.67,-119.1806495,46.64577436,35,m1069156,P0833,68.8,20.97,1ph-xx4_acsr4_acsr_C
P0848,l3048206,S2,l,3,3-phase,40,12.19,-119.1797264,46.6461295,35,m1069156,P0833,196.5,59.89,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P0849,m1026308,S2,m,1,1-phase,35,10.67,-119.2363603,46.60388892,35,l2860488,P0836,175.7,53.55,1ph-x4_acsrx4_wpal_B
P0850,m2000913,S2,m,1,1-phase,35,10.67,-119.1949895,46.61725258,35,m2000912,P0837,158.2,48.22,1ph-x2_acsrx2_acsr_C
P0851,m2001309,S2,m,1,1-phase,35,10.67,-119.2033444,46.60331356,35,m2001308,P0838,158.2,48.22,1ph-x2_acsrx2_acsr_A
P0852,m2001210,S2,m,1,1-phase,35,10.67,-119.193423,46.61333222,35,m2001209,P0839,158.2,48.22,1ph-x2_acsrx2_acsr_C
P0853,m2001012,S2,m,1,1-phase,35,10.67,-119.2080441,46.60462034,35,m2001011,P0840,158.2,48.22,1ph-x2_acsrx2_acsr_B
P0854,m2000715,S2,m,1,1-phase,35,10.67,-119.2127437,46.60592712,35,m2000714,P0841,158.2,48.22,1ph-x2_acsrx2_acsr_B
P0855,l3254212,S2,l,1,1-phase,35,10.67,-119.1903276,46.64325474,36,l2748130,P0844,236.8,72.18,1ph-x4_acsrx4_acsr_B
P0856,l2785520,S2,l,1,1-phase,35,10.67,-119.1967526,46.64485334,36,l2841620,P0846,786.5,239.73,1ph-x4_acsrx4_acsr_B
P0857,l3197628,S2,l,1,1-phase,35,10.67,-119.1811305,46.64654204,36,l2710510,P0847,198.9,60.62,1ph-xx4_acsr4_acsr_C
P0858,l2766718,S2,l,3,3-phase,40,12.19,-119.1785906,46.64703696,36,l3048206,P0848,301.2,91.81,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P0859,l2991902,S2,l,1,1-phase,35,10.67,-119.237929,46.60354272,36,m1026308,P0849,310.7,94.7,1ph-x4_acsrx4_acsr_B
P0860,l2897764,S2,l,1,1-phase,35,10.67,-119.235936,46.60241898,36,m1026308,P0849,347.1,105.8,1ph-x4_acsrx4_acsr_B
P0861,l2991918,S2,l,1,1-phase,35,10.67,-119.236479,46.60413822,36,m1026308,P0849,61.6,18.78,1ph-x4_acsrx4_acsr_B
P0862,m2000914,S2,m,1,1-phase,35,10.67,-119.1944673,46.61768818,36,m2000913,P0850,158.2,48.22,1ph-x2_acsrx2_acsr_C
P0863,m2001310,S2,m,1,1-phase,35,10.67,-119.2038666,46.60287796,36,m2001309,P0851,158.2,48.22,1ph-x2_acsrx2_acsr_A
P0864,m2001211,S2,m,1,1-phase,35,10.67,-119.1929008,46.61376782,36,m2001210,P0852,158.2,48.22,1ph-x2_acsrx2_acsr_C
P0865,m2001013,S2,m,1,1-phase,35,10.67,-119.2085663,46.60418474,36,m2001012,P0853,158.2,48.22,1ph-x2_acsrx2_acsr_B
P0866,m1047386,S2,m,1,1-phase,35,10.67,-119.199047,46.6447013,37,l2785520,P0856,440.8,134.36,1ph-x4_acsrx4_acsr_B
P0867,l3010556,S2,l,3,3-phase,40,12.19,-119.1772301,46.6480445,37,l2766718,P0858,348.4,106.19,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P0868,m1008758,S2,m,1,1-phase,35,10.67,-119.2394407,46.60329396,37,l2991902,P0859,295.1,89.95,1ph-x4_acsrx4_acsr_B
P0869,m2000915,S2,m,1,1-phase,35,10.67,-119.1939451,46.61812376,37,m2000914,P0862,158.2,48.22,1ph-x2_acsrx2_acsr_C
P0870,m2001311,S2,m,1,1-phase,35,10.67,-119.2043888,46.60244236,37,m2001310,P0863,158.2,48.22,1ph-x2_acsrx2_acsr_A
P0871,m2001212,S2,m,1,1-phase,35,10.67,-119.1923786,46.61420342,37,m2001211,P0864,158.2,48.22,1ph-x2_acsrx2_acsr_C
P0872,m2001014,S2,m,1,1-phase,35,10.67,-119.2090884,46.60374914,37,m2001013,P0865,158.2,48.22,1ph-x2_acsrx2_acsr_B
P0873,m1047388,S2,m,1,1-phase,35,10.67,-119.2013063,46.6450179,38,m1047386,P0866,438.7,133.72,1ph-x4_acsrx4_acsr_B
P0874,l3254211,S2,l,1,1-phase,35,10.67,-119.1990598,46.645487,38,m1047386,P0866,180.4,54.99,1ph-x4_acsrx4_tpx_B
P0875,m1047379,S2,m,1,1-phase,35,10.67,-119.1985419,46.64340946,38,m1047386,P0866,312.0,95.1,1ph-x4_wpalx4_wpal_B
P0876,m1069169,S2,m,3,3-phase,40,12.19,-119.1762644,46.64871544,38,l3010556,P0867,240.7,73.37,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P0877,l2822859,S2,l,1,1-phase,35,10.67,-119.2391855,46.6038946,38,m1008758,P0868,146.3,44.59,1ph-x2_acsrx2_acsr_B
P0878,l2673300,S2,l,1,1-phase,35,10.67,-119.2397418,46.60285322,38,m1008758,P0868,135.2,41.21,1ph-x4_acsrx4_acsr_B
P0879,l2710537,S2,l,1,1-phase,35,10.67,-119.2411727,46.60237934,38,m1008758,P0868,392.6,119.66,1ph-x4_wpalx4_acsr_B
P0880,m2001312,S2,m,1,1-phase,35,10.67,-119.204911,46.60200676,38,m2001311,P0870,158.2,48.22,1ph-x2_acsrx2_acsr_A
